               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11353,            0.018592,                   0,             0.21019,            0.051282,            0.096439,            0.031761,              0.0763,            0.012107,                   0,              0.0757,              0.0027,              0.0027
                   1,            0.086689,            0.026028,                   0,             0.28046,             0.25641,             0.21614,            0.062382,            0.061542,            0.011821,                   0,            0.048685,            0.003685,            0.003685
                   2,            0.077247,            0.027991,                   0,              0.4069,             0.51282,              0.3915,             0.12268,            0.059912,            0.010597,                   0,            0.019822,            0.002822,            0.002822
