               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11682,            0.033808,                   0,           0.0033333,             0.10256,           0.0078662,           0.0026588,             0.06536,            0.021534,                   0,              0.0856,              0.0016,              0.0016
                   1,            0.087453,            0.032631,                   0,             0.47917,            0.076923,             0.13261,            0.046562,            0.055627,            0.017991,                   0,            0.069211,            0.002211,            0.002211
                   2,            0.073885,            0.032897,                   0,             0.44399,             0.28205,             0.20701,            0.079793,            0.048722,            0.015893,                   0,              0.0517,              0.0017,              0.0017
