               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11743,            0.017661,                   0,            0.022202,             0.51282,            0.021103,           0.0044453,            0.098093,              0.0103,                   0,              0.0883,              0.0013,              0.0013
                   1,            0.094528,            0.024475,                   0,            0.097705,            0.076923,            0.078039,            0.034211,            0.079217,            0.011402,                   0,            0.075165,           0.0021654,           0.0021654
                   2,             0.08411,            0.027939,                   0,              0.3271,             0.25641,             0.24591,             0.06679,            0.073459,            0.010647,                   0,            0.061476,           0.0024764,           0.0024764
                   3,            0.074386,            0.029341,                   0,             0.30723,              0.4359,             0.31611,            0.095597,            0.067607,            0.010105,                   0,            0.047233,            0.002233,            0.002233
                   4,            0.068839,            0.027123,                   0,             0.32903,             0.46528,             0.35801,             0.12023,            0.066622,           0.0097911,                   0,            0.032435,           0.0014352,           0.0014352
