               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10984,            0.021389,                   0,            0.015756,             0.69231,            0.030809,            0.008735,            0.068541,             0.01283,                   0,              0.0757,              0.0027,              0.0027
                   1,            0.091763,            0.025221,                   0,             0.23662,             0.30769,             0.15561,            0.047534,             0.06062,            0.011723,                   0,            0.050427,           0.0054274,           0.0054274
                   2,            0.080354,            0.027665,                   0,             0.25541,             0.41026,             0.19708,             0.05786,             0.06149,             0.01192,                   0,            0.025081,           0.0080809,           0.0080809
                   3,            0.075182,            0.027217,                   0,             0.44116,             0.51282,              0.3669,              0.1055,            0.059393,            0.014345,                   0,            0.009604,            0.009604,            0.009604
                   4,            0.067651,            0.026455,                   0,             0.37165,             0.61538,             0.37406,             0.11485,            0.061102,            0.011489,                   0,            0.009604,            0.009604,            0.009604
                   5,             0.06732,            0.025111,                   0,             0.20174,              0.4359,             0.16842,            0.038963,             0.07135,           0.0084508,                   0,            0.009472,            0.009472,            0.009472
                   6,            0.062278,            0.024618,                   0,             0.55045,             0.50251,             0.39897,             0.15747,            0.056409,           0.0084636,                   0,             0.00934,             0.00934,             0.00934
                   7,            0.059697,            0.021609,                   0,             0.55131,             0.63025,             0.50696,             0.22473,            0.052038,           0.0083361,                   0,            0.009208,            0.009208,            0.009208
                   8,            0.059709,            0.021368,                   0,             0.67452,             0.64103,              0.5903,             0.23939,            0.051956,           0.0081197,                   0,            0.009076,            0.009076,            0.009076
                   9,            0.052982,             0.02156,                   0,             0.53118,             0.69731,             0.62797,             0.27062,            0.045127,           0.0082726,                   0,            0.008944,            0.008944,            0.008944
                  10,             0.05103,            0.020196,                   0,             0.57255,             0.64103,             0.59272,             0.19159,            0.053017,           0.0077208,                   0,            0.008812,            0.008812,            0.008812
                  11,            0.050166,            0.020083,                   0,             0.84283,             0.64103,             0.79494,             0.38261,            0.039942,           0.0083275,                   0,             0.00868,             0.00868,             0.00868
                  12,            0.047538,             0.01922,                   0,             0.78714,             0.64103,             0.76032,             0.29289,            0.044414,           0.0079988,                   0,            0.008548,            0.008548,            0.008548
                  13,            0.044943,            0.018296,                   0,             0.83898,             0.69231,             0.80946,             0.41008,            0.035582,           0.0074575,                   0,            0.008416,            0.008416,            0.008416
                  14,            0.042132,            0.018867,                   0,             0.83765,             0.66161,             0.73354,             0.40186,             0.04158,           0.0073479,                   0,            0.008284,            0.008284,            0.008284
                  15,            0.043146,            0.017004,                   0,             0.71164,             0.66667,             0.70968,             0.37223,             0.03922,           0.0078516,                   0,            0.008152,            0.008152,            0.008152
                  16,            0.039674,            0.016153,                   0,             0.85053,             0.64103,              0.7234,             0.45775,             0.04071,           0.0074461,                   0,             0.00802,             0.00802,             0.00802
                  17,            0.041689,            0.016466,                   0,             0.84334,             0.64103,              0.7618,             0.38108,             0.03659,           0.0076793,                   0,            0.007888,            0.007888,            0.007888
                  18,            0.042416,            0.016183,                   0,             0.54835,             0.68499,             0.58779,             0.35324,            0.043157,           0.0075465,                   0,            0.007756,            0.007756,            0.007756
                  19,            0.041283,            0.015459,                   0,             0.75702,             0.66667,              0.7838,             0.47637,            0.034951,            0.007853,                   0,            0.007624,            0.007624,            0.007624
                  20,            0.035404,            0.015514,                   0,              0.7496,             0.69088,              0.7544,             0.51248,            0.035153,            0.007432,                   0,            0.007492,            0.007492,            0.007492
                  21,            0.038595,            0.014971,                   0,             0.77788,             0.71837,             0.77453,             0.49321,            0.035161,           0.0076266,                   0,             0.00736,             0.00736,             0.00736
                  22,            0.035449,            0.016217,                   0,             0.87974,             0.61538,             0.76735,             0.55492,            0.036415,           0.0071748,                   0,            0.007228,            0.007228,            0.007228
                  23,            0.036162,            0.014869,                   0,             0.82499,             0.71795,             0.77612,             0.53044,            0.036763,            0.007242,                   0,            0.007096,            0.007096,            0.007096
                  24,            0.036345,            0.015862,                   0,             0.87686,             0.76923,             0.81732,             0.49872,             0.04104,           0.0069001,                   0,            0.006964,            0.006964,            0.006964
                  25,            0.035159,            0.014333,                   0,             0.90323,             0.66667,             0.78415,             0.40788,            0.035754,           0.0076299,                   0,            0.006832,            0.006832,            0.006832
                  26,             0.03369,            0.015085,                   0,             0.87644,             0.74359,              0.8426,             0.59369,              0.0328,           0.0069114,                   0,              0.0067,              0.0067,              0.0067
                  27,            0.035121,            0.015779,                   0,             0.90829,             0.79487,             0.85622,             0.58942,            0.030354,           0.0069729,                   0,            0.006568,            0.006568,            0.006568
                  28,            0.033462,            0.014861,                   0,              0.9949,             0.71795,             0.85387,             0.61054,            0.030436,           0.0066219,                   0,            0.006436,            0.006436,            0.006436
                  29,            0.034011,            0.015183,                   0,             0.91833,             0.71795,             0.84445,              0.5476,            0.032915,           0.0065097,                   0,            0.006304,            0.006304,            0.006304
                  30,            0.031884,            0.014934,                   0,              0.8686,             0.74359,             0.86106,             0.55568,            0.030974,           0.0068009,                   0,            0.006172,            0.006172,            0.006172
                  31,             0.03233,            0.014612,                   0,             0.93347,             0.71953,             0.84176,             0.59181,            0.029394,           0.0067621,                   0,             0.00604,             0.00604,             0.00604
                  32,            0.031508,             0.01425,                   0,             0.90343,             0.71966,             0.83848,             0.56595,            0.030516,           0.0071121,                   0,            0.005908,            0.005908,            0.005908
                  33,            0.030655,            0.013474,                   0,             0.88148,             0.76298,             0.83768,             0.58726,             0.02998,            0.006645,                   0,            0.005776,            0.005776,            0.005776
                  34,             0.03003,            0.013651,                   0,             0.96542,             0.71601,             0.84866,             0.62518,             0.03028,           0.0063022,                   0,            0.005644,            0.005644,            0.005644
                  35,             0.03032,            0.013887,                   0,             0.86473,             0.74359,             0.84547,             0.60311,            0.027504,            0.006396,                   0,            0.005512,            0.005512,            0.005512
                  36,            0.029107,            0.013167,                   0,             0.85479,              0.7549,             0.82777,             0.57626,             0.02788,           0.0065798,                   0,             0.00538,             0.00538,             0.00538
                  37,             0.03019,            0.013382,                   0,             0.86748,             0.79487,             0.84798,             0.64539,            0.029015,           0.0062855,                   0,            0.005248,            0.005248,            0.005248
                  38,            0.028525,            0.013047,                   0,             0.87394,             0.74359,             0.86501,             0.64989,             0.02697,           0.0062507,                   0,            0.005116,            0.005116,            0.005116
                  39,            0.028618,            0.012984,                   0,              0.9273,             0.76923,             0.86151,             0.61011,            0.031248,           0.0064426,                   0,            0.004984,            0.004984,            0.004984
