               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10073,            0.021544,                   0,              0.1478,             0.17949,             0.15866,            0.038235,            0.065368,            0.011607,                   0,              0.0757,              0.0027,              0.0027
                   1,            0.077192,            0.026835,                   0,             0.37817,             0.41026,             0.29978,             0.11349,            0.065976,           0.0096385,                   0,            0.049955,           0.0049555,           0.0049555
                   2,            0.070964,            0.025661,                   0,             0.26684,             0.38462,             0.28218,             0.12854,             0.06312,           0.0096601,                   0,            0.023657,           0.0066566,           0.0066566
                   3,            0.065044,            0.025084,                   0,             0.38639,              0.5641,             0.42155,             0.15708,            0.052302,           0.0094432,                   0,             0.00703,             0.00703,             0.00703
                   4,            0.062239,            0.022954,                   0,             0.52145,             0.53846,             0.51914,              0.2516,            0.052181,           0.0086074,                   0,             0.00703,             0.00703,             0.00703
                   5,            0.055615,            0.023669,                   0,             0.56357,             0.48718,             0.57287,             0.25881,            0.045012,           0.0084524,                   0,             0.00604,             0.00604,             0.00604
                   6,            0.047557,            0.022338,                   0,             0.77468,             0.58974,             0.69054,             0.43271,            0.040904,           0.0080143,                   0,             0.00505,             0.00505,             0.00505
                   7,            0.044288,            0.019696,                   0,             0.78521,             0.56246,             0.62732,             0.43143,            0.040522,            0.007869,                   0,             0.00406,             0.00406,             0.00406
                   8,            0.039652,            0.019462,                   0,             0.87145,             0.64103,             0.71599,             0.48988,            0.040029,           0.0074143,                   0,             0.00307,             0.00307,             0.00307
                   9,            0.037024,            0.018707,                   0,             0.89289,             0.66667,             0.71966,             0.51513,            0.037181,           0.0070703,                   0,             0.00208,             0.00208,             0.00208
