               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10072,            0.021556,                   0,             0.14741,             0.30769,             0.15917,            0.033801,            0.065191,            0.011575,                   0,              0.0757,              0.0027,              0.0027
                   1,            0.076755,            0.026814,                   0,             0.29579,             0.28205,             0.22014,            0.087615,            0.063187,           0.0099819,                   0,            0.050282,           0.0052822,           0.0052822
                   2,            0.070703,            0.025334,                   0,             0.22632,             0.41026,             0.25157,            0.065559,            0.062406,            0.009899,                   0,            0.024643,           0.0076426,           0.0076426
                   3,            0.067946,            0.024277,                   0,             0.41405,             0.46154,             0.41477,             0.17251,            0.055197,           0.0089695,                   0,            0.008812,            0.008812,            0.008812
                   4,            0.067818,            0.022428,                   0,             0.39772,             0.61538,             0.47314,              0.1968,            0.048082,           0.0086674,                   0,            0.008812,            0.008812,            0.008812
                   5,            0.059486,            0.023614,                   0,             0.49683,             0.58974,             0.56101,              0.2752,            0.053767,           0.0077785,                   0,            0.008416,            0.008416,            0.008416
                   6,            0.053964,            0.022147,                   0,             0.70414,             0.61538,             0.65683,             0.39441,             0.04713,           0.0078787,                   0,             0.00802,             0.00802,             0.00802
                   7,            0.050189,            0.019605,                   0,             0.74276,             0.66667,             0.69227,             0.41691,             0.04377,           0.0078096,                   0,            0.007624,            0.007624,            0.007624
                   8,            0.045955,            0.019308,                   0,             0.67637,             0.58974,             0.53506,             0.34063,            0.042247,           0.0075505,                   0,            0.007228,            0.007228,            0.007228
                   9,            0.045492,             0.01807,                   0,             0.73445,             0.64103,             0.65658,             0.36124,            0.040482,           0.0074754,                   0,            0.006832,            0.006832,            0.006832
                  10,            0.040971,            0.017228,                   0,             0.76264,             0.64103,             0.69949,             0.48522,            0.040239,           0.0069684,                   0,            0.006436,            0.006436,            0.006436
                  11,            0.039252,            0.017063,                   0,             0.83205,             0.63529,             0.76227,             0.53513,            0.034237,           0.0066995,                   0,             0.00604,             0.00604,             0.00604
                  12,            0.037356,            0.016618,                   0,             0.71374,             0.74359,             0.78091,             0.51207,            0.034276,           0.0065683,                   0,            0.005644,            0.005644,            0.005644
                  13,            0.035426,            0.015739,                   0,             0.78512,             0.69231,             0.80659,              0.5701,            0.035901,           0.0062777,                   0,            0.005248,            0.005248,            0.005248
                  14,            0.033582,            0.016042,                   0,              0.8474,             0.76923,             0.82482,             0.52714,             0.03608,           0.0062499,                   0,            0.004852,            0.004852,            0.004852
                  15,            0.033315,            0.014395,                   0,             0.87587,             0.76923,             0.81737,             0.63376,            0.028705,           0.0062353,                   0,            0.004456,            0.004456,            0.004456
                  16,            0.029839,             0.01375,                   0,             0.89057,             0.76923,             0.81517,             0.54679,            0.029658,           0.0061823,                   0,             0.00406,             0.00406,             0.00406
                  17,            0.030379,            0.013974,                   0,             0.90139,             0.76923,             0.82944,             0.65397,            0.026971,             0.00592,                   0,            0.003664,            0.003664,            0.003664
                  18,            0.029646,            0.013676,                   0,              0.8847,             0.78711,             0.83578,             0.60855,            0.028126,           0.0058809,                   0,            0.003268,            0.003268,            0.003268
                  19,            0.028145,            0.012999,                   0,             0.88521,             0.79103,             0.84137,             0.62895,            0.027135,           0.0060863,                   0,            0.002872,            0.002872,            0.002872
                  20,            0.025162,            0.012971,                   0,             0.88451,             0.78569,             0.84859,             0.64083,            0.026722,           0.0059521,                   0,            0.002476,            0.002476,            0.002476
                  21,            0.026298,             0.01247,                   0,             0.85242,             0.79487,               0.848,               0.651,            0.025528,           0.0058517,                   0,             0.00208,             0.00208,             0.00208
                  22,            0.023997,            0.013509,                   0,             0.90875,             0.74359,             0.85338,              0.6638,             0.02545,           0.0059051,                   0,            0.001684,            0.001684,            0.001684
                  23,            0.024103,            0.012509,                   0,             0.85565,             0.79487,             0.84623,             0.65962,            0.025213,           0.0058528,                   0,            0.001288,            0.001288,            0.001288
                  24,            0.023769,            0.013393,                   0,             0.85424,             0.79487,             0.84941,             0.67471,            0.024914,           0.0058207,                   0,            0.000892,            0.000892,            0.000892
